Name,Author,User Rating,Reviews,Genre,Price,Year
The Constitution of the United States,Delegates of the Constitutional,4.8,2774,Non Fiction,0,2016
The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,4.4,440,Non Fiction,11,2010
The Day the Crayons Quit,Drew Daywalt,4.8,8922,Fiction,9,2013
The Day the Crayons Quit,Drew Daywalt,4.8,8922,Fiction,9,2014
The Day the Crayons Quit,Drew Daywalt,4.8,8922,Fiction,9,2015
"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,4.1,2023,Non Fiction,15,2011
The Elegance of the Hedgehog,Muriel Barbery,4,1859,Fiction,11,2009
The Fault in Our Stars,John Green,4.7,50482,Fiction,13,2012
The Fault in Our Stars,John Green,4.7,50482,Fiction,13,2013
The Fault in Our Stars,John Green,4.7,50482,Fiction,7,2014
The Fault in Our Stars,John Green,4.7,50482,Fiction,13,2014
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,Non Fiction,6,2009
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,Non Fiction,6,2010
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,Non Fiction,6,2011
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,Non Fiction,6,2012
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,Non Fiction,6,2013
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.6,803,Non Fiction,9,2009
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,Non Fiction,6,2013
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,Non Fiction,6,2015
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,Non Fiction,6,2016
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,Non Fiction,6,2017
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,Non Fiction,6,2018
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,Non Fiction,6,2019
The Getaway,Jeff Kinney,4.8,5836,Fiction,0,2017
The Girl on the Train,Paula Hawkins,4.1,79446,Fiction,18,2015
The Girl on the Train,Paula Hawkins,4.1,79446,Fiction,7,2016
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747,Fiction,14,2010
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747,Fiction,14,2011
The Girl Who Played with Fire (Millennium Series),Stieg Larsson,4.7,7251,Fiction,9,2010
The Girl Who Played with Fire (Millennium),Stieg Larsson,4.7,7251,Fiction,16,2009
The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559,Fiction,2,2009
The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559,Fiction,2,2010
The Going-To-Bed Book,Sandra Boynton,4.8,5249,Fiction,5,2016
The Going-To-Bed Book,Sandra Boynton,4.8,5249,Fiction,5,2017
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,Fiction,20,2013
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,Fiction,20,2014
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,Fiction,7,2012
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,Fiction,7,2013
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,Fiction,7,2014
The Guardians: A Novel,John Grisham,4.5,13609,Fiction,14,2019
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.7,8587,Fiction,10,2009
The Handmaid's Tale,Margaret Atwood,4.3,29442,Fiction,7,2017
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,4.6,11098,Fiction,13,2012
The Hate U Give,Angie Thomas,4.8,9947,Fiction,11,2018
The Help,Kathryn Stockett,4.8,13871,Fiction,6,2009
The Help,Kathryn Stockett,4.8,13871,Fiction,6,2010
The Help,Kathryn Stockett,4.8,13871,Fiction,8,2011
The Help,Kathryn Stockett,4.8,13871,Fiction,7,2011
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,6982,Fiction,14,2013
The Hunger Games,Suzanne Collins,4.7,32122,Fiction,14,2010
The Hunger Games (Book 1),Suzanne Collins,4.7,32122,Fiction,8,2011
The Hunger Games (Book 1),Suzanne Collins,4.7,32122,Fiction,8,2012
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949,Fiction,30,2011
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949,Fiction,30,2012
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,Non Fiction,13,2010
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,Non Fiction,9,2011
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,Non Fiction,9,2012
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,Non Fiction,7,2017
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,Non Fiction,7,2018
The Last Lecture,Randy Pausch,4.7,4028,Non Fiction,9,2009
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,Fiction,7,2009
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,Fiction,7,2010
The Legend of Zelda: Hyrule Historia,Patrick Thorpe,4.9,5396,Fiction,20,2013
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,Non Fiction,13,2011
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,Non Fiction,13,2012
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,Non Fiction,11,2015
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,Non Fiction,11,2016
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,Non Fiction,11,2017
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,Non Fiction,11,2019
The Litigators,John Grisham,4.4,6222,Fiction,18,2011
"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,4.8,4506,Fiction,14,2010
The Lost Symbol,Dan Brown,4.2,8747,Fiction,19,2009
The Love Dare,Stephen Kendrick,4.8,1655,Non Fiction,13,2009
The Magnolia Story,Chip Gaines,4.9,7861,Non Fiction,5,2016
"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,4.8,6247,Fiction,10,2012
The Martian,Andy Weir,4.7,39459,Fiction,9,2015
The Maze Runner (Book 1),James Dashner,4.5,10101,Fiction,8,2014
The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,5898,Fiction,8,2018
The Mueller Report,The Washington Post,4.6,2744,Non Fiction,12,2019
The Nightingale: A Novel,Kristin Hannah,4.8,49288,Fiction,11,2015
The Nightingale: A Novel,Kristin Hannah,4.8,49288,Fiction,11,2016
The Official SAT Study Guide,The College Board,4.4,1201,Non Fiction,40,2010
The Official SAT Study Guide,The College Board,4.4,1201,Non Fiction,40,2011
The Official SAT Study Guide,The College Board,4.4,1201,Non Fiction,40,2012
The Official SAT Study Guide,The College Board,4.4,1201,Non Fiction,40,2013
The Official SAT Study Guide,The College Board,4.4,1201,Non Fiction,40,2014
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,807,Non Fiction,36,2016
The Paris Wife: A Novel,Paula McLain,4.3,3759,Fiction,16,2011
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,2663,Non Fiction,17,2013
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,4.8,3428,Non Fiction,14,2015
The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,4.8,2876,Non Fiction,21,2012
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601,Non Fiction,18,2018
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,7058,Non Fiction,17,2018
The Pout-Pout Fish,Deborah Diesen,4.8,9784,Fiction,5,2017
The Pout-Pout Fish,Deborah Diesen,4.8,9784,Fiction,5,2018
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.6,10795,Non Fiction,21,2012
The President Is Missing: A Novel,James Patterson,4.3,10191,Fiction,18,2018
The Racketeer,John Grisham,4.3,14493,Fiction,18,2012
"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,4.6,2186,Fiction,12,2010
"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,4.6,1204,Non Fiction,14,2010
"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,4.8,2091,Fiction,12,2012
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,Fiction,8,2009
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,Fiction,8,2017
The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,4.6,2122,Fiction,0,2010
The Silent Patient,Alex Michaelides,4.5,27536,Fiction,14,2019
"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,4.8,4290,Fiction,10,2011
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,Non Fiction,15,2017
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,Non Fiction,15,2018
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,Non Fiction,15,2019
The Sun and Her Flowers,Rupi Kaur,4.7,5487,Non Fiction,9,2017
"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,4.7,6377,Fiction,7,2012
"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,4.7,1463,Fiction,10,2011
The Time Traveler's Wife,Audrey Niffenegger,4.4,3759,Fiction,6,2009
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,3503,Non Fiction,9,2009
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,Non Fiction,10,2019
The Twilight Saga Collection,Stephenie Meyer,4.7,3801,Fiction,82,2009
"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jeff Kinney,4.8,3796,Fiction,12,2010
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030,Non Fiction,10,2019
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2013
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2014
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2015
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2016
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2017
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2018
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2019
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,Non Fiction,16,2015
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,Non Fiction,16,2016
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,Non Fiction,16,2017
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,Fiction,10,2016
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,Fiction,10,2017
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,Fiction,10,2018
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,Fiction,10,2019
The Wonky Donkey,Craig Smith,4.8,30183,Fiction,4,2018
The Wonky Donkey,Craig Smith,4.8,30183,Fiction,4,2019
The Wright Brothers,David McCullough,4.7,6169,Non Fiction,16,2015
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,7034,Non Fiction,15,2013
"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034,Non Fiction,19,2011
"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034,Non Fiction,19,2012
Thirteen Reasons Why,Jay Asher,4.5,7932,Fiction,9,2017
Thomas Jefferson: The Art of Power,Jon Meacham,4.5,1904,Non Fiction,23,2012
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,Non Fiction,11,2009
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,Non Fiction,11,2010
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,Non Fiction,23,2014
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,Non Fiction,23,2015
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,Non Fiction,23,2016
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,Non Fiction,23,2017
Tina Fey: Bossypants,Tina Fey,4.3,5977,Non Fiction,12,2011
To Kill a Mockingbird,Harper Lee,4.8,26234,Fiction,0,2013
To Kill a Mockingbird,Harper Lee,4.8,26234,Fiction,0,2014
To Kill a Mockingbird,Harper Lee,4.8,26234,Fiction,0,2015
To Kill a Mockingbird,Harper Lee,4.8,26234,Fiction,0,2016
To Kill a Mockingbird,Harper Lee,4.8,26234,Fiction,7,2019
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,4360,Non Fiction,21,2017
"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,4.8,2282,Fiction,21,2010
True Compass: A Memoir,Edward M. Kennedy,4.5,438,Non Fiction,15,2009
"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,4.7,11676,Fiction,9,2009
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,2586,Fiction,5,2014
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,Non Fiction,16,2010
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,Non Fiction,16,2011
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,Non Fiction,16,2012
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,Non Fiction,13,2014
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,Non Fiction,16,2014
Under the Dome: A Novel,Stephen King,4.3,6740,Fiction,20,2009
Unfreedom of the Press,Mark R. Levin,4.9,5956,Non Fiction,11,2019
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,6108,Non Fiction,4,2019
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,4585,Non Fiction,9,2016
Watchmen,Alan Moore,4.8,3829,Fiction,42,2009
Water for Elephants: A Novel,Sara Gruen,4.5,8958,Fiction,12,2011
What Happened,Hillary Rodham Clinton,4.6,5492,Non Fiction,18,2017
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292,Non Fiction,17,2014
What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,1873,Fiction,14,2015
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170,Fiction,13,2019
What to Expect When You're Expecting,Heidi Murkoff,4.4,3341,Non Fiction,9,2011
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,Non Fiction,6,2012
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,Non Fiction,6,2013
When Breath Becomes Air,Paul Kalanithi,4.8,13779,Non Fiction,14,2016
Where the Crawdads Sing,Delia Owens,4.8,87841,Fiction,15,2019
Where the Wild Things Are,Maurice Sendak,4.8,9967,Fiction,13,2009
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669,Non Fiction,12,2018
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.4,17044,Non Fiction,18,2012
Winter of the World: Book Two of the Century Trilogy,Ken Follett,4.5,10760,Fiction,15,2012
Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,4.2,1302,Non Fiction,11,2010
Wonder,R. J. Palacio,4.8,21625,Fiction,9,2013
Wonder,R. J. Palacio,4.8,21625,Fiction,9,2014
Wonder,R. J. Palacio,4.8,21625,Fiction,9,2015
Wonder,R. J. Palacio,4.8,21625,Fiction,9,2016
Wonder,R. J. Palacio,4.8,21625,Fiction,9,2017
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413,Fiction,8,2019
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,Non Fiction,8,2016
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,Non Fiction,8,2017
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,Non Fiction,8,2018
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,Non Fiction,8,2019
